id,longitude,latitude,clase
247,12.46033833,-4.91917278,1
248,17.07339591,-0.38350392,1
249,9.47980868,-10.25034816,1
250,14.33127602,-4.9899172,1
251,14.10033124,-5.08581612,1
252,13.76734236,-1.56409609,1
253,16.0121013,0.44459128,1
254,17.57179525,1.29826183,1
255,15.35114445,-1.68827205,1
256,16.57210416,-1.59529735,1
257,13.81944531,-4.77911439,1
258,12.27251971,-8.87411458,1
259,16.4574718,-1.18062158,1
260,15.03117324,-3.67771344,1
261,17.62449083,0.81505462,1
262,15.73494528,-3.47841296,1
263,14.87284226,-4.65013877,1
264,15.1851257,-5.31378923,1
265,9.83498658,-10.83639726,1
266,18.38329684,0.35746957,1
267,12.96613735,-5.76288833,1
268,14.35857893,-2.48435534,1
269,17.63651163,-1.12669702,1
270,17.17729306,0.63547562,1
271,14.65290579,-2.63571936,1
272,10.70180216,-10.15506659,1
273,16.15548752,3.96854376,1
274,15.9570226,-0.48341622,1
275,11.48894989,-7.21416982,1
276,15.39082852,-4.30165865,1
277,16.16230224,1.29289607,1
278,14.51840529,-3.00768918,1
279,15.48593711,-3.38017947,1
280,11.08380905,-7.54851652,1
281,16.64945167,-0.70880039,1
282,15.87462006,0.86308228,1
283,9.98882794,-11.2696362,1
284,13.66375858,-4.73956532,1
285,11.78900592,-9.53441786,1
286,10.18637466,-8.23670984,1
287,13.79872377,-6.15635144,1
288,14.06348223,-5.16822958,1
289,12.51514364,-5.35780995,1
290,13.79143557,-7.0719682,1
291,13.25892089,-4.53545218,1
292,9.84369779,-9.06025701,1
293,12.29630725,-4.00121049,1
294,14.19242238,-3.10028894,1
295,15.12718401,-2.66492195,1
296,19.03864179,1.56459644,1
297,18.71675503,0.03956008,1
298,19.0038328,2.04049708,1
299,13.68341277,-1.75294006,1
300,13.16587313,-5.03924603,1
301,14.60049951,-2.13443481,1
302,12.10033191,-9.52659012,1
303,13.93370781,-6.8781405,1
304,13.1584888,-6.41476677,1
305,16.93369104,-0.12783009,1
306,17.02186102,-0.56932897,1
307,16.24805515,0.97197547,1
308,10.55017585,-8.88504405,1
309,15.25369112,-1.7333735,1
310,13.26384106,-8.86472777,1
311,17.55424863,1.10665654,1
312,11.90460113,-7.61990054,1
313,16.82195118,-1.00827302,1
314,9.66331008,-8.69016648,1
315,17.09698978,-0.18089307,1
316,10.6077932,-7.45781645,1
317,10.93535687,-9.36276359,1
318,14.36314531,-2.23254531,1
319,14.01434186,-5.71245739,1
320,11.71158005,-9.44716307,1
321,13.22484342,-3.51600631,1
322,17.64623834,2.53759634,1
323,13.35701366,-5.19018634,1
324,11.63023143,-11.5787017,1
325,14.10518657,-6.22817862,1
326,17.87885174,1.00940869,1
327,12.12800073,-5.75770805,1
328,12.30994172,-8.02541126,1
329,17.74356804,1.85338697,1
330,12.698695,-7.08357304,1
331,14.31689633,-5.47154236,1
332,11.72530624,-7.91176447,1
333,15.64742179,-1.10063213,1
334,13.58637287,-4.96392409,1
335,17.0388369,-0.0373289,1
336,13.27982653,-7.69744986,1
337,12.74004737,-8.6180521,1
338,12.44804179,-5.64994768,1
339,10.40845939,-9.46926372,1
340,9.66647402,-9.13727613,1
341,15.60991955,-0.51605988,1
342,16.44643442,0.10848587,1
343,16.70753506,-0.93263133,1
344,15.6061534,-2.56134782,1
345,11.73744377,-5.64262164,1
346,11.65007496,-6.51812677,1
347,16.30911709,-1.69860147,1
348,15.21582926,-1.26578858,1
349,11.22020556,-8.53646674,1
350,15.86814337,-4.68105546,1
351,16.13001942,-0.68748041,1
352,10.30039124,-11.49608414,1
353,16.05743748,-0.33284146,1
354,14.24889108,-3.07384403,1
355,11.5430308,-7.44245294,1
356,16.18803434,0.77272458,1
357,14.85942573,-3.36518431,1
358,14.02173011,-3.08634563,1
359,11.28475394,-8.2111309,1
360,16.38103446,-1.22034139,1
361,8.34389163,-11.55232984,1
362,15.73277394,-2.27521979,1
363,11.04801888,-6.86646542,1
364,9.98960686,-9.6258758,1
365,14.53624304,-8.74564914,1
366,10.77275911,-11.51675516,1
367,11.92082676,-9.16756127,1
368,14.20966171,-5.09637988,1
369,14.77169423,-5.78987747,1
370,10.93022752,-10.71833148,1
371,11.51615671,-8.76900323,1
372,10.73480926,-4.48359081,1
373,14.79431826,-1.19735908,1
374,15.56630737,-6.71711397,1
375,16.65486496,-0.22459194,1
376,14.10552739,-3.0552687,1
377,13.21514252,-5.42058252,1
378,11.03551413,-9.99541717,1
379,12.11723454,-9.62552468,1
380,14.42357333,-3.07017985,1
381,15.93680686,-3.31287681,1
382,8.61319085,-10.44888201,1
383,10.37465742,-7.83058048,1
384,13.85665977,-5.88868473,1
385,16.26823386,-1.29440967,1
386,12.85750881,-8.90519801,1
387,18.40144893,0.11180436,1
388,16.15825281,1.92626102,1
389,14.58646729,-3.42423068,1
390,13.85387564,-6.25319519,1
391,9.05002351,-10.84488212,1
392,12.49355227,-5.55476718,1
393,13.68494272,-6.5258232,1
394,18.92533961,0.08951201,1
395,11.4486509,-7.44349734,1
396,13.07696077,-2.96750783,1
397,17.26200991,1.17701653,1
398,10.55374179,-9.35406178,1
399,14.98231064,-3.87992857,1
400,10.45481628,10.92212236,2
401,16.5017552,4.38931407,2
402,11.13122666,13.99331688,2
403,11.44381613,13.88546796,2
404,9.51971485,12.215414,2
405,13.7028026,9.57140058,2
406,12.25187748,11.66176021,2
407,11.6723458,9.16526784,2
408,18.65959401,3.60774204,2
409,17.05616738,4.54844841,2
410,10.85678694,13.62845531,2
411,15.69498824,5.37498124,2
412,10.55871757,12.87238273,2
413,12.62902892,8.99629837,2
414,10.79561637,13.5762905,2
415,10.83927615,11.51548931,2
416,15.95359422,7.15156755,2
417,16.24016096,3.66544216,2
418,13.21208494,10.85227025,2
419,18.53360343,4.44861373,2
420,16.09415652,8.99181129,2
421,14.8427778,8.03117811,2
422,10.2250479,14.13364535,2
423,8.73809896,10.05049363,2
424,13.28284205,8.57631367,2
425,10.87323751,12.926037,2
426,13.12358547,9.44754436,2
427,17.25792562,3.74313589,2
428,15.75122762,5.78430389,2
429,10.463806,12.47365172,2
430,14.84741199,9.03547153,2
431,10.97707639,14.29390737,2
432,15.98386596,4.28080834,2
433,17.80985885,1.94922935,2
434,12.4418686,13.89756611,2
435,10.79176026,12.95456898,2
436,14.38550913,5.25643846,2
437,11.63256894,13.02589238,2
438,11.37514222,11.46242589,2
439,17.27244816,3.59542294,2
440,11.53501293,14.96450807,2
441,19.53149223,2.01651559,2
442,16.46948021,5.09511718,2
443,14.53654837,10.72139734,2
444,16.92485712,6.15645072,2
445,17.19303545,4.78888614,2
446,13.61624034,9.20378379,2
447,13.60301861,8.13915576,2
448,16.02352144,4.58169495,2
449,9.87395962,13.81454612,2
450,15.35308092,8.68645986,2
451,11.46986445,10.69936309,2
452,12.86554087,6.95646686,2
453,17.40194228,3.02843343,2
454,16.29201495,2.68245711,2
455,16.525351,8.32064356,2
456,15.04041312,7.71590473,2
457,13.10158741,10.15990605,2
458,13.59349101,14.25341213,2
459,14.54824455,6.33785763,2
460,15.76153924,5.93419448,2
461,17.70388737,3.56474316,2
462,15.30306703,7.74428715,2
463,13.86355157,10.5048515,2
464,12.5151795,7.74098865,2
465,11.32530529,15.63639714,2
466,16.12250888,3.33477032,2
467,12.1046049,9.74908114,2
468,14.90525463,7.4674729,2
469,16.72003062,5.37157977,2
470,16.79095428,2.61942036,2
471,16.0151113,7.57423544,2
472,10.59224225,12.79060233,2
473,18.90771743,3.3514335,2
474,16.63067307,3.71484042,2
475,10.80080584,12.94528121,2
476,12.26467984,11.32622981,2
477,16.43040114,4.91103044,2
478,13.48905539,7.96733861,2
479,15.22670246,8.70763191,2
480,11.48077861,12.70692628,2
481,16.58237651,3.32036853,2
482,17.70861285,1.44301906,2
483,9.20500794,15.30081965,2
484,13.1821282,7.67612756,2
485,8.98881524,11.75202014,2
486,10.99217811,13.21280589,2
487,14.19887018,9.13223258,2
488,13.58214062,10.37550438,2
489,13.37481534,9.25306407,2
490,12.66105355,11.11334936,2
491,13.74587456,10.20084786,2
492,9.35549384,12.57318113,2
493,13.07586808,8.96159939,2
494,15.5113992,5.27505328,2
495,16.22484331,4.1152526,2
496,17.29537063,2.1208152,2
497,17.62418159,2.10923904,2
498,16.94510913,5.72834908,2
499,14.17699561,8.32657596,2
500,13.88136957,10.26172221,2
501,13.91547637,6.12940318,2
502,10.56602056,13.26869076,2
503,11.76487783,7.70513396,2
504,10.62334736,12.74646048,2
505,14.59091387,6.49930982,2
506,17.70256534,4.76867512,2
507,17.80159243,4.51543123,2
508,10.60752573,12.83013998,2
509,15.31066974,7.31964059,2
510,11.25994119,12.48855396,2
511,19.19262249,3.46040728,2
512,11.26617092,11.25291517,2
513,17.71772863,4.9555414,2
514,11.71979724,13.39871451,2
515,16.65590959,4.75069084,2
516,9.49897393,12.60177683,2
517,8.4473002,13.96289139,2
518,14.40942075,6.42143242,2
519,12.0837235,11.42972432,2
520,10.15699641,13.14328534,2
521,15.64446123,8.2581125,2
522,17.17470848,3.49789386,2
523,11.36961164,12.89428245,2
524,9.77211357,13.49875715,2
525,12.33542439,9.14267272,2
526,18.20198186,1.87989981,2
527,12.84367878,10.81995465,2
528,14.05937409,12.63495498,2
529,17.24575734,1.24910919,2
530,11.69650506,9.39315336,2
531,12.51079951,10.17235177,2
532,12.45215924,13.40516715,2
533,15.59039094,3.51515686,2
534,13.42233982,11.17006128,2
535,18.00992049,4.84557875,2
536,14.21867556,10.32927959,2
537,12.41002277,9.97754082,2
538,12.97773452,9.97000048,2
539,9.48839878,15.19317789,2
540,9.06664666,13.96534958,2
541,17.73383635,0.16344454,2
542,18.96702224,5.29246147,2
543,15.16767704,5.08688704,2
544,15.54778048,8.02846132,2
545,12.78466924,11.87370399,2
546,13.30474485,10.61271043,2
547,13.97154128,6.45879293,2
548,15.75965398,6.64533889,2
549,10.47981771,13.83670248,2
550,13.86770088,8.88749718,2
551,16.99682946,4.55459581,2
552,11.35858912,12.64427065,2
553,15.13284795,4.25375054,2
554,13.85949483,7.43162482,2
555,13.34937877,12.01249305,2
556,16.4584342,1.88418186,2
557,14.14284819,7.59473641,2
558,14.7209346,8.66522921,2
559,10.28798268,12.95212733,2
560,17.3018851,6.13068532,2
561,12.11377763,14.89955478,2
562,15.05959036,4.26825827,2
563,12.87807438,10.47507194,2
564,12.0902884,13.19782232,2
565,12.39928558,10.99441856,2
566,10.64975843,14.29965312,2
567,9.21917466,13.82434484,2
568,13.08070648,11.4758099,2
569,10.57114736,8.16184968,2
570,9.55284491,12.31214034,2
571,11.76355969,12.46448611,2
572,13.65015822,11.97429256,2
573,17.60843643,4.31042698,2
574,14.02686397,9.10269491,2
575,16.19145522,3.87197727,2
576,15.19378576,6.53999349,2
577,12.5082087,9.53937749,2
578,9.93648524,14.23822163,2
579,10.26030778,11.96217788,2
580,16.52751736,6.5836891,2
581,15.81646064,7.52433911,2
582,9.70141766,13.5175621,2
583,11.34251893,12.73299065,2
584,12.38512079,9.55797882,2
585,16.0105854,5.67933494,2
586,12.74741365,11.38634079,2
587,18.41294203,3.38684671,2
588,18.25280959,3.78570324,2
589,16.65433893,7.9182658,2
590,12.82136232,9.82033968,2
591,11.3881363,14.75770508,2
592,14.53856875,8.87116646,2
593,13.91881744,10.33689058,2
594,18.57822815,4.23027928,2
595,12.8304833,9.66118712,2
596,16.16306183,5.59762649,2
597,17.9686098,3.01447556,2
598,10.68289639,13.52602462,2
599,14.84795667,7.49667068,2
